#A_id	B_id	A_length	B_length	A_qcovhsp	B_qcovhsp	length	pident	bitscore
Ag013G1432200	AT5G14880.1	791	782	100	100	791	92.162	1461
Ag013G1432500	AT5G14870.1	718	707	99	99	718	88.858	1320
Ag013G1433100	AT5G14860.1	480	493	99	99	489	73.006	735
Ag013G1433200	AT5G14850.1	550	549	99	99	549	83.789	941
Ag013G1433300	AT5G14800.1	277	277	100	100	277	93.863	516
Ag013G1433400	AT5G14790.1	351	347	100	100	354	84.746	574
Ag013G1433800	AT5G14780.1	385	385	99	100	385	90.909	695
Ag013G1433900	AT5G14770.1	924	941	100	99	940	79.043	1489
Ag013G1434000	AT5G14760.1	649	652	100	100	657	92.237	1225
Ag013G1435200	AT5G14750.1	205	204	100	100	206	85.437	333
Ag013G1435800	AT5G14740.1	260	332	100	78	260	84.615	473
Ag013G1437800	AT5G14720.1	677	675	100	100	677	92.171	1296
Ag013G1437900	AT5G14710.1	125	125	100	100	125	88.000	230
Ag013G1438000	AT5G14700.1	370	369	100	100	371	88.978	665
Ag013G1438100	AT1G04870.2	383	384	95	94	362	90.884	706
Ag013G1438800	AT2G13290.1	359	362	99	99	360	83.056	628
Ag013G1439000	AT5G14680.1	176	176	100	100	176	94.886	350
Ag013G1441200	AT5G14660.1	273	274	100	100	274	89.051	501
Ag013G1441300	AT5G14650.1	456	436	100	100	457	79.431	716
Ag013G1441400	AT5G14640.1	410	411	99	99	408	97.304	831
Ag013G1441500	AT5G14620.1	617	627	98	99	630	72.063	926
Ag013G1441900	AT5G14600.1	324	319	100	100	324	89.506	598
Ag013G1442000	AT5G14590.1	484	486	99	99	486	89.300	885
Ag013G1442100	AT5G14580.1	985	992	99	99	995	83.618	1661
Ag013G1442200	AT5G14570.1	477	494	100	100	495	81.616	766
Ag013G1442500	AT4G14070.1	698	728	99	98	704	84.789	1191
Ag013G1443200	AT4G13970.1	743	779	99	99	771	83.917	1311
Ag013G1443300	AT5G14550.1	367	378	99	99	375	85.867	675
Ag013G1443700	AT2G01430.1	193	276	99	72	203	80.788	298
Ag013G1443900	AT5G14530.1	333	331	98	99	329	92.097	635
Ag013G1444200	AT5G14520.1	602	591	98	97	578	85.135	977
Ag013G1444700	AT5G14510.1	328	328	100	100	328	88.720	580
Ag013G1444900	AT5G14500.2	305	332	99	99	329	81.763	558
Ag013G1445400	AT5G14480.1	388	388	100	100	388	95.361	779
Ag013G1445600	AT5G14470.1	360	367	100	100	367	88.011	676
Ag013G1445700	AT5G14460.1	517	541	100	100	543	78.453	827
Ag013G1445800	AT5G14450.1	390	390	100	100	390	86.923	713
Ag013G1445900	AT5G14440.1	286	293	95	99	278	71.134	265
Ag013G1446000	AT5G14430.1	610	613	100	100	613	90.375	1130
Ag013G1446100	AT5G14420.1	465	469	100	100	469	89.765	776
Ag013G1446200	AT5G14410.2	132	156	100	86	135	74.074	170
Ag013G1446300	AT5G14400.2	476	422	91	98	433	82.910	740
Ag013G1446500	AT5G14390.1	369	370	100	100	371	90.296	680
Ag013G1447000	AT5G14370.1	331	340	99	99	344	74.128	442
Ag013G1447100	AT5G14360.1	169	164	100	100	169	84.615	258
Ag013G1447200	AT3G46610.1	676	666	99	99	678	82.006	1125
Ag013G1447300	AT5G14345.1	145	146	92	95	139	72.662	208
Ag013G1447400	AT5G14340.1	268	276	99	95	266	83.083	408
Ag013G1447700	AT5G14320.1	170	170	100	100	170	94.118	302
Ag013G1447800	AT5G14310.1	447	447	100	100	453	88.521	803
Ag013G1447900	AT1G43780.1	491	480	97	99	477	82.180	828
Ag013G1448600	AT5G14285.1	254	255	100	100	255	88.235	457
Ag013G1449100	AT5G37350.1	534	532	92	99	494	82.642	825
Ag013G1449200	AT1G23560.1	313	333	94	88	297	71.380	435
Ag013G1449300	AT5G14270.2	688	690	100	100	702	80.484	1023
Ag013G1449400	AT5G14260.1	517	515	100	100	517	90.522	966
Ag013G1449500	AT1G27330.1;AT1G27350.1	69	69	100	100	69	97.101	133
Ag013G1449700	AT5G14250.1	426	430	100	99	426	80.516	712
Ag013G1449800	AT5G14240.1	257	257	100	100	257	91.051	451
Ag013G1449900	AT5G14230.1	753	752	100	100	753	89.509	1352
Ag013G1450300	AT5G14220.4	514	557	99	91	512	85.352	885
Ag013G1450400	AT5G14210.2	775	807	99	98	789	84.433	1327
Ag013G1450500	AT5G14200.1	409	410	100	100	410	91.707	759
Ag013G1450800	AT5G14180.1	408	419	100	99	415	80.482	694
Ag013G1451200	AT5G14170.1	533	535	100	100	535	92.897	988
Ag013G1451800	AT5G14150.1	388	384	100	100	390	84.359	650
Ag013G1452000	AT5G14140.1	266	265	100	100	266	87.594	485
Ag013G1452200	AT5G14120.1	579	580	100	100	580	91.034	1045
Ag013G1452400	AT5G14105.1	77	77	100	100	77	87.013	112
Ag013G1452500	AT5G14100.1	278	279	99	99	276	93.116	494
Ag013G1452800	AT5G14080.1	638	635	99	99	634	84.227	1119
Ag013G1452900	AT5G14070.1	142	141	100	100	143	89.510	203
Ag013G1453000	AT5G14060.1	545	545	100	100	545	90.826	999
Ag013G1453200	AT5G14050.1	546	547	99	99	551	82.214	900
Ag013G1453300	AT5G14040.1	381	376	100	96	366	92.388	657
Ag013G1453500	AT5G41290.1	214	288	87	65	189	70.370	255
Ag013G1453700	AT5G14030.1	197	196	92	100	182	83.249	312
Ag013G1453800	AT5G14020.1	421	402	94	99	396	88.131	730
Ag013G1454400	AT5G14000.3	212	263	74	56	151	71.519	195
Ag013G1454600	AT5G13990.1	718	696	98	100	703	83.611	1212
Ag013G1454700	AT5G13980.1	1022	1025	100	100	1025	90.049	1945
Ag013G1454900	AT5G13960.1	624	625	100	100	634	75.710	965
Ag013G1455000	AT5G13950.3	943	955	99	99	972	73.457	1408
Ag013G1455100	AT5G13940.1	517	810	94	60	488	89.139	890
Ag013G1455200	AT5G13930.1	395	396	100	100	396	94.192	773
Ag013G1455500	AT5G13910.1	213	212	100	94	209	79.730	293
Ag013G1455600	AT5G13900.1	151	152	97	95	147	80.272	206
Ag013G1455700	AT5G13890.1	310	311	100	100	311	87.781	454
Ag013G1455900	AT5G13870.1	300	294	97	99	291	92.096	569
Ag013G1456000	AT5G13860.1	372	369	100	100	376	79.255	570
Ag013G1456200	AT5G13840.1	482	482	100	100	482	96.473	952
Ag013G1456300	AT5G13830.1	232	225	100	100	232	87.069	397
Ag013G1459100	AT5G13810.1	270	275	100	100	276	82.971	460
Ag013G1459300	AT5G13800.3	487	508	100	95	487	81.314	834
Ag013G1459400	AT5G13790.2	261	272	98	92	259	71.429	351
Ag013G1459500	AT5G13780.1	194	193	100	100	194	90.206	322
Ag013G1459600	AT5G13770.1	609	610	99	99	609	85.222	1082
Ag013G1459700	AT5G13760.1	571	570	98	93	537	82.301	884
Ag013G1459900	AT5G13750.1	491	479	98	99	483	83.437	814
Ag013G1461100	AT5G13740.1	484	487	100	100	487	92.813	883
Ag013G1461400	AT5G13730.1	418	420	98	99	415	85.377	644
Ag013G1461500	AT5G13720.1	264	263	99	99	262	86.641	437
Ag013G1461600	AT5G13710.1	335	337	99	99	335	93.134	659
Ag013G1461700	AT5G13700.1	478	473	100	100	478	89.331	847
Ag013G1461900	AT5G13690.1	725	807	99	87	703	87.517	1305
Ag013G1462000	AT5G13680.1	1315	1320	100	100	1320	87.121	2363
Ag013G1462500	AT5G13670.1	382	378	99	99	379	74.406	573
Ag013G1462800	AT5G13650.2	672	677	100	100	678	94.543	1296
Ag013G1462900	AT5G13640.1	666	672	100	100	673	92.273	1264
Ag013G1463000	AT5G49050.1	170	151	69	77	117	78.632	199
Ag013G1463100	AT5G13630.1	1382	1382	100	100	1382	95.514	2751
Ag013G1463300	AT5G13610.1	406	403	100	100	409	71.149	562
Ag013G1463400	AT5G13600.1	597	592	99	99	599	81.803	992
Ag013G1463800	AT5G13580.1	727	728	100	100	733	91.542	1285
Ag013G1463900	AT5G13570.2	325	387	100	100	388	72.938	549
Ag013G1464000	AT5G13560.1	664	680	100	100	683	84.480	1122
Ag013G1464300	AT5G13550.1	696	686	100	100	696	90.948	1223
Ag013G1464800	AT5G36120.1	170	175	99	100	177	70.621	222
Ag013G1464900	AT5G13530.1	1626	1626	100	100	1631	90.926	2964
Ag013G1465000	AT5G13520.1	614	617	100	100	617	88.331	1129
Ag013G1465600	AT5G13510.1	222	221	98	99	219	92.694	400
Ag013G1465700	AT5G13500.1	359	359	100	100	359	95.265	684
Ag013G1465900	AT5G13480.2	666	658	92	97	639	85.335	1004
Ag013G1466000	AT5G13470.1	162	160	91	100	149	70.659	198
Ag013G1466200	AT5G13460.1	446	444	100	100	449	83.519	743
Ag013G1466400	AT5G13450.1	240	239	99	100	240	79.583	379
Ag013G1466700	AT5G13420.1	439	439	100	100	439	91.572	772
Ag013G1467000	AT5G13410.1	258	257	100	100	261	81.609	423
Ag013G1467100	AT5G13400.1	629	625	99	99	623	93.258	1192
Ag013G1467200	AT5G13390.2	1124	1127	100	100	1127	91.837	1980
Ag013G1467800	AT5G13370.1	597	596	100	100	597	83.417	1044
Ag013G1468700	AT5G13340.1	245	243	100	100	245	88.163	243
Ag013G1468900	AT5G13330.1	215	213	80	100	176	73.991	245
Ag013G1469000	AT5G13320.2	574	591	100	97	577	81.976	979
Ag013G1469300	AT5G13300.1	829	828	100	100	832	91.707	1521
Ag013G1469800	AT5G13290.2	394	402	99	97	389	88.308	666
Ag013G1469900	AT5G13280.1	569	570	100	100	573	89.005	1031
Ag013G1470000	AT5G13270.1	751	753	100	100	753	87.517	1366
Ag013G1470100	AT5G13260.1	535	538	100	100	545	85.688	826
Ag013G1470400	AT5G13250.1	383	388	100	100	402	77.861	556
Ag013G1470700	AT5G13240.3	226	245	100	92	226	91.150	423
Ag013G1470800	AT5G13230.1	820	823	100	100	824	78.883	1353
Ag013G1472000	AT1G24540.1	517	523	99	99	518	83.784	909
Ag013G1472100	AT3G24780.1	693	716	88	83	599	71.711	872
Ag013G1473600	AT5G13210.1	660	674	99	99	673	74.415	998
Ag013G1474900	AT5G13200.1	289	273	100	100	289	77.509	452
Ag013G1475000	AT5G13190.2	135	142	80	76	108	92.593	210
Ag013G1475100	AT5G13180.1	254	253	98	99	258	84.884	404
Ag013G1475400	AT5G13170.1	303	293	100	100	303	75.578	461
Ag013G1475900	AT5G13160.1	455	457	100	100	457	96.280	907
Ag013G1476100	AT5G13150.1	652	654	99	99	660	78.496	1029
Ag013G1476200	AT5G13140.1	266	268	95	94	251	77.291	353
Ag013G1476700	AT5G13120.1	255	260	100	100	260	88.462	416
Ag013G1477000	AT5G13110.1	595	597	100	98	588	89.535	1080
Ag013G1477700	AT5G13100.1	333	355	100	100	356	85.674	586
Ag013G1478100	AT5G13080.1	148	146	100	100	150	88.000	241
Ag013G1478500	AT5G13070.1	184	184	100	100	184	97.283	374
Ag013G1478900	AT5G13060.1	734	738	99	99	746	75.737	1126
Ag013G1479200	AT5G13050.1	279	278	97	96	271	86.347	448
Ag013G1479400	AT5G13030.1	632	634	100	100	640	88.438	1152
Ag013G1479500	AT5G13020.1	402	398	100	100	402	89.303	705
Ag013G1479600	AT5G13000.1	1958	1956	100	100	1958	96.016	3929
Ag013G1479900	AT5G12970.1	770	770	100	100	770	96.623	1553
Ag013G1480000	AT5G12950.1	858	862	99	100	862	83.991	1507
Ag013G1480100	AT5G12940.1	408	372	92	100	376	75.000	582
Ag013G1480300	AT5G12930.1	455	440	100	100	457	73.961	619
Ag013G1480400	AT5G12920.2	479	573	95	88	503	75.149	766
Ag013G1480700	AT5G12900.1	580	563	99	99	582	83.849	948
Ag013G1481000	AT5G12890.1	488	489	100	100	493	77.282	754
Ag013G1481400	AT5G53810.1	368	379	92	96	342	74.931	514
Ag013G1482000	AT5G12870.1	292	281	100	100	295	76.610	405
Ag013G1484100	AT5G12860.1	554	558	100	100	559	92.665	972
Ag013G1484200	AT5G12850.1	701	707	100	100	710	87.606	1213
Ag013G1484300	AT5G42130.1	388	413	100	100	414	78.744	612
Ag013G1484400	AT4G00120.1	171	199	98	85	172	77.907	244
Ag013G1484500	AT5G12840.1	272	273	100	100	278	85.612	456
Ag013G1484600	AT5G12480.1	536	536	99	99	534	92.884	1046
Ag013G1484700	AT5G12470.1	379	387	100	100	389	83.290	607
Ag013G1484800	AT5G12460.1	495	442	89	100	443	83.521	758
Ag013G1485400	AT5G12440.10	606	682	100	95	653	74.732	909
Ag013G1485500	AT5G12430.1	1142	1166	99	99	1207	74.234	1673
Ag013G1485700	AT5G12420.1	481	481	100	100	481	77.755	764
Ag013G1485900	AT5G12410.1	359	377	99	99	376	75.532	547
Ag013G1486000	AT5G12400.1	1567	1603	99	99	1621	72.054	2287
Ag013G1486100	AT5G12390.1	172	168	98	99	169	81.065	275
Ag013G1486200	AT5G12380.1	314	317	99	98	312	86.538	557
Ag013G1486300	AT5G12370.1	833	826	99	99	825	90.545	1432
Ag013G1486400	AT5G12360.1	195	195	98	98	194	78.866	288
Ag013G1486500	AT5G12350.1	1076	1076	100	100	1076	94.517	1986
Ag013G1486600	AT5G12340.2	226	224	96	96	222	72.973	328
Ag013G1486900	AT5G12330.4	332	408	96	75	324	82.716	439
Ag013G1487000	AT5G12320.1	150	145	100	100	150	82.000	244
Ag013G1487100	AT5G12310.1	253	255	100	100	257	85.214	376
Ag013G1487200	AT5G12300.1	349	375	100	100	379	77.573	506
Ag013G1487300	AT5G12290.1	602	603	100	100	603	87.396	1082
Ag013G1487400	AT5G12270.1	370	361	96	99	356	82.303	586
Ag013G1487900	AT5G12260.1	620	625	99	98	617	79.741	1002
Ag013G1488000	AT5G12250.1	450	450	100	100	450	99.333	941
Ag013G1488100	AT5G12240.2	117	115	100	100	117	78.632	164
Ag013G1488300	AT5G12230.1	222	222	100	100	222	90.541	270
Ag013G1488400	AT5G12220.1	616	612	100	100	619	81.583	945
Ag013G1488600	AT5G12210.1	314	322	100	98	314	89.809	567
Ag013G1488700	AT5G12200.1	541	532	98	99	530	93.962	1010
Ag013G1489000	AT5G12190.1	125	125	100	100	125	89.600	236
Ag013G1489100	AT5G12180.1	524	529	100	100	529	94.707	1034
Ag013G1489300	AT5G12170.2	440	453	100	100	457	81.619	692
Ag013G1489400	AT5G12150.1	833	828	100	100	833	90.156	1467
Ag013G1489600	AT5G12140.1	100	102	100	100	102	88.235	180
Ag013G1489700	AT5G12130.1	378	385	99	99	390	84.615	600
Ag013G1489800	AT5G12120.1	612	620	100	100	623	80.738	921
Ag013G1489900	AT5G12110.1	229	229	100	100	229	84.279	355
Ag013G1490000	AT5G12100.1	814	817	100	100	826	73.366	1215
Ag013G1490400	AT5G12080.1	741	735	99	99	736	85.054	1258
Ag013G1490800	AT5G12050.1	346	363	100	100	369	73.984	375
Ag013G1490900	AT5G12040.1	358	370	100	100	370	88.378	625
Ag013G1491000	AT5G12020.1	157	156	100	100	157	91.083	266
Ag013G1491100	AT5G12010.1	495	503	100	100	506	88.735	878
Ag013G1491200	AT5G12000.1	696	702	99	99	702	79.202	1067
Ag013G1491400	AT5G11980.1	580	570	100	100	580	91.379	1057
Ag013G1492000	AT5G11930.1	140	149	100	100	149	78.523	203
Ag013G1493900	AT5G11950.1	218	217	98	99	214	93.458	414
Ag013G1494000	AT5G11960.1	345	345	100	100	345	93.623	624
Ag013G1494100	AT5G11970.1	104	106	100	100	107	80.374	167
Ag013G1494900	AT5G11920.1	512	551	99	93	512	77.539	836
Ag013G1495100	AT5G11910.4	293	316	99	94	297	82.828	493
Ag013G1495200	AT5G11900.1	199	199	100	100	199	95.477	380
Ag013G1495300	AT5G11890.1	278	288	100	100	289	72.318	349
Ag013G1495400	AT5G11880.1	488	490	100	100	491	93.890	951
Ag013G1495500	AT5G11870.2	271	271	100	100	272	86.397	475
Ag013G1495600	AT5G11860.1	307	306	100	100	307	96.091	597
Ag013G1495800	AT5G11850.1	887	881	99	99	889	87.739	1540
Ag013G1496000	AT5G11840.1	262	266	100	100	270	84.815	439
Ag013G1496500	AT5G11800.1	598	598	95	95	571	90.893	984
Ag013G1496700	AT5G11790.1	346	345	100	100	346	94.798	678
Ag013G1497200	AT5G11780.1	509	505	100	100	513	76.998	771
Ag013G1497400	AT5G11770.1	218	219	100	100	219	95.434	402
Ag013G1497600	AT2G01650.1	453	459	100	100	464	79.741	699
Ag013G1497800	AT4G11630.1	228	226	99	99	232	71.552	298
Ag013G1498000	AT4G27030.1	295	324	100	100	324	77.778	528
Ag013G1498100	AT5G11730.1	390	387	100	100	390	89.231	707
Ag013G1498400	AT5G11720.1	903	903	100	100	910	83.407	1576
Ag013G1498500	AT5G11710.1	562	561	100	100	562	86.477	928
Ag013G1498600	AT5G11700.2	1455	1454	100	99	1444	93.544	2415
Ag013G1498800	AT5G11680.1	207	208	100	100	208	92.308	383
Ag013G1498900	AT5G11670.1	589	589	100	100	589	95.756	1166
Ag013G1499100	AT5G11650.1	389	391	99	99	393	87.532	652
Ag013G1499200	AT5G11640.1	254	254	100	100	254	90.945	484
Ag013G1499500	AT5G11630.1	94	94	100	100	94	82.979	151
Ag013G1499600	AT4G28570.1	742	749	99	99	740	81.351	1214
Ag013G1499700	AT5G11620.1	277	274	98	99	276	77.536	385
Ag013G1499900	AT5G11600.1	219	243	100	100	246	71.545	273
Ag013G1500000	AT5G11610.1	560	547	100	100	563	71.936	798
Ag013G1500300	AT5G11580.1	562	554	99	99	568	82.570	950
Ag013G1500500	AT5G11560.1	983	983	100	100	983	90.031	1803
Ag013G1500600	AT5G11550.1	312	315	100	100	317	88.644	464
Ag013G1500700	AT5G11540.1	581	586	99	100	576	85.666	1031
Ag013G1501900	AT5G11520.1	451	450	100	100	451	90.909	842
Ag013G1502000	AT5G11510.1	952	962	98	99	952	78.676	1518
Ag013G1502100	AT5G11500.1	216	216	100	100	216	96.759	435
Ag013G1502200	AT5G11490.2	842	851	99	98	839	94.875	1633
Ag013G1502300	AT5G11480.1	319	319	100	100	319	82.445	503
Ag013G1502700	AT5G11450.2	297	316	100	94	300	87.000	496
Ag013G1502800	AT5G11440.1	173	156	100	100	175	71.429	234
Ag013G1502900	AT5G11430.1	865	874	100	100	885	73.898	1221
Ag013G1503100	AT5G11420.1	364	367	99	99	362	92.265	708
Ag013G1503700	AT5G11390.1	688	704	99	99	703	77.240	1044
Ag013G1504300	AT3G28760.2	411	445	100	86	388	74.945	637
Ag013G1504400	AT5G11380.1	701	701	100	100	702	90.028	1304
Ag013G1504500	AT5G11350.4	738	756	99	99	752	76.862	1137
Ag013G1505000	AT5G11340.1	165	165	100	100	165	92.727	321
Ag013G1505200	AT5G11330.1	405	409	99	99	406	83.005	708
Ag013G1505600	AT5G11320.1	412	412	100	100	412	87.621	756
Ag013G1506100	AT5G11300.1	426	437	99	99	434	80.415	709
Ag013G1506200	AT5G11290.2	423	423	100	100	423	82.270	701
Ag013G1506300	AT5G11280.1	210	210	96	96	201	90.547	382
Ag013G1506400	AT5G11270.1	352	355	99	99	357	74.230	410
Ag013G1506500	AT5G11260.2	165	181	87	81	147	90.476	224
Ag013G1507900	AT5G11240.1	616	616	100	100	616	88.799	1067
Ag013G1508400	AT5G11180.2	995	968	99	99	1013	72.952	1451
Ag013G1508800	AT5G11170.1	428	428	100	100	428	99.065	876
Ag013G1509200	AT5G55125.1	79	77	73	90	58	92.754	123
Ag013G1509800	AT5G11190.1	188	190	100	100	190	90.000	310
Ag013G1509900	AT5G11160.1	192	192	100	100	192	95.312	371
Ag013G1510000	AT5G11150.2	222	227	99	97	220	85.455	419
Ag013G1511200	AT5G11130.1	475	481	100	100	483	80.331	794
Ag013G1511300	AT5G11110.1	1045	1048	99	99	1049	83.985	1762
Ag013G1511500	AT4G18440.1	529	537	100	100	538	82.714	888
Ag013G1511700	AT5G11090.1	210	218	99	98	214	74.299	287
Ag013G1512800	AT5G11060.1	391	394	100	100	400	85.000	642
Ag013G1513000	AT5G11040.1	1188	1187	100	100	1188	94.444	2273
Ag013G1513100	AT5G11030.2	597	627	96	97	583	75.987	875
Ag013G1513300	AT5G11020.1	426	434	99	99	433	82.217	682
Ag013G1513500	AT5G11010.2	369	369	99	99	366	91.257	681
Ag013G1513600	AT5G11000.1	396	390	98	99	397	81.612	513
Ag013G1513700	AT5G10990.1	149	149	100	100	149	87.248	271
Ag013G1513800;Ag048G4702700;Ag011G1062400;Ag011G1062500	AT4G40030.2	137	165	100	83	137	100.000	275
Ag013G1513900	AT5G10970.1	243	273	99	83	229	75.546	340
Ag013G1514200	AT5G10960.1	284	278	97	99	276	96.377	546
Ag013G1514900	AT5G10940.1	755	758	100	100	758	90.237	1392
Ag013G1515000	AT5G10930.1	463	446	95	98	441	84.685	782
Ag013G1515100	AT5G10920.1	519	518	100	100	519	91.329	967
Ag013G1515200	AT5G10910.1	428	435	100	100	435	85.977	687
Ag013G1515300	AT5G10900.2	631	628	100	100	631	88.906	1133
Ag013G1515500	AT5G10870.1	259	266	100	100	266	83.083	438
Ag013G1515800	AT5G10860.1	205	207	100	100	207	91.304	387
Ag013G1516000	AT5G10840.1	643	649	100	99	647	95.981	1286
Ag013G1516100	AT5G10830.1	262	262	100	100	262	85.878	480
Ag013G1516200	AT5G10820.1	515	504	96	100	493	86.957	845
Ag013G1516300	AT5G10810.1	110	110	100	100	110	85.455	199
Ag013G1516500	AT5G10800.1	941	948	92	92	870	87.241	1462
Ag013G1516600	AT5G10790.1	552	558	100	100	560	87.679	955
Ag013G1516700	AT5G10780.2	180	188	93	89	168	94.643	321
Ag013G1516800	AT5G10770.1	475	475	96	95	456	86.900	774
Ag013G1518600	AT5G10750.1	295	303	100	100	305	82.295	516
Ag013G1518700	AT5G10745.1	50	52	100	100	52	94.231	94.4
Ag013G1518800	AT5G10740.1	330	355	97	90	321	86.293	556
Ag013G1518900	AT5G10730.1	288	288	100	100	288	94.097	520
Ag013G1519000	AT5G10720.1	924	923	100	100	926	87.905	1634
Ag013G1519200	AT5G10710.1	319	313	99	99	317	75.079	501
Ag013G1519500	AT5G10700.1	180	201	99	92	185	77.297	288
Ag013G1519600	AT5G10690.1	579	581	99	99	576	88.194	1034
Ag013G1519900	AT2G25090.1	455	470	99	97	455	85.275	776
Ag013G1520300	AT5G10650.1	520	526	99	100	532	74.436	754
Ag013G1520400	AT5G10630.4	727	744	99	94	706	83.802	1201
Ag013G1520500	AT5G10625.1	113	113	100	100	113	96.460	223
Ag013G1521000	AT5G10620.1	190	194	100	100	198	88.384	349
Ag013G1521100	AT5G10610.1	504	501	100	100	505	83.168	832
Ag013G1522100	AT5G10580.3	247	251	97	96	240	92.083	457
Ag013G1522500	AT5G10560.1	791	793	100	100	795	84.906	1383
Ag013G1522600	AT5G10550.1	560	582	100	100	588	71.429	675
Ag013G1522900	AT5G10540.1	702	702	100	100	702	95.584	1394
Ag013G1523000	AT5G10530.1	652	652	100	100	653	87.136	1136
Ag013G1523200	AT5G10510.3	581	605	100	99	623	76.886	764
Ag013G1523800	AT5G10490.1	706	674	99	99	704	79.972	1124
Ag013G1523900	AT5G10480.3	222	231	100	100	231	90.476	419
Ag013G1524000	AT5G10470.2	1276	1275	99	99	1278	87.793	2231
Ag013G1524100	AT5G10460.1	315	307	100	100	315	89.206	571
Ag013G1524200	AT5G10450.4	249	274	97	88	242	98.347	491
Ag013G1524300	AT5G10440.1	304	299	94	95	294	72.449	399
Ag013G1524500	AT5G44050.1	486	492	100	100	492	77.033	764
Ag013G1525800;Ag013G1525900;Ag004G0438400;Ag034G3765900;Ag034G3780100;Ag016G2348500	AT1G09200.1;AT3G27360.1;AT5G10400.1;AT5G65360.1;AT5G10390.1	137	137	100	100	137	100.000	272
Ag013G1526100	AT5G10370.1	1782	1776	99	99	1779	76.504	2761
Ag013G1526200	AT5G10360.1	250	250	100	100	250	97.200	488
Ag013G1526400	AT5G10350.1	216	218	100	100	218	88.532	393
Ag013G1527300	AT5G10320.1	407	404	98	99	401	82.294	663
Ag013G1527500	AT5G10310.2	113	129	100	100	131	73.282	163
Ag013G1527900	AT5G10290.1	606	614	100	99	606	90.264	1082
Ag013G1528100	AT5G10280.1	347	335	100	100	348	82.184	540
Ag013G1528400	AT5G10270.1	508	506	100	100	509	91.552	930
Ag013G1528500	AT5G10260.1	207	208	100	100	208	95.673	405
Ag013G1528600	AT5G10250.2	629	623	100	100	632	76.582	971
Ag013G1528700	AT5G10240.1	580	579	99	99	578	94.118	1150
Ag013G1528800	AT5G10230.1	315	317	99	99	314	86.943	568
Ag013G1528900	AT5G10220.1	319	319	100	100	319	92.476	614
Ag013G1529000	AT5G10210.1	199	198	100	100	201	76.617	300
Ag013G1529100	AT5G10200.1	631	632	100	100	632	96.519	1269
Ag013G1529200	AT5G10190.1	490	489	99	98	487	88.501	879
Ag013G1529300	AT5G10180.1	705	678	99	99	702	86.895	1200
Ag013G1529500	AT5G10170.1	511	511	100	100	511	95.695	1018
Ag013G1529600	AT5G10160.1	217	220	100	100	220	85.455	380
Ag013G1529700	AT5G10150.1	406	415	100	100	424	75.943	580
Ag013G1530300	AT5G10130.1	167	165	99	100	165	75.758	260
Ag013G1530500	AT5G10120.1	236	472	99	50	239	83.682	387
Ag013G1530800	AT5G10100.1	370	381	100	100	381	86.089	666
Ag013G1531300	AT5G10090.1	583	595	100	100	600	75.500	862
Ag013G1531400	AT5G10080.1	518	529	93	94	493	82.530	820
Ag013G1531500	AT5G10070.2	289	267	88	99	259	78.621	436
Ag013G1531600	AT5G10060.1	474	470	100	100	475	85.565	711
Ag013G1531700	AT5G10050.1	282	280	99	99	278	86.691	509
Ag013G1532000	AT5G10030.1	368	365	100	100	368	91.304	699
Ag013G1532100	AT5G10020.1	1053	1049	98	100	1036	84.749	1748
Ag013G1532200	AT5G10010.1	425	435	100	100	436	72.009	591
Ag013G1533200	AT5G09995.2	253	258	99	99	257	74.708	349
Ag013G1534200	AT5G09970.1	535	537	100	100	537	88.082	977
Ag013G1534300	AT5G09960.1	114	113	100	100	115	84.348	196
Ag013G1534400	AT5G09950.1	989	996	100	99	990	83.535	1675
Ag013G1534900	AT5G10140.1	200	197	100	100	200	81.000	291
Ag013G1535900	AT5G09930.1	672	679	100	100	680	86.324	1111
Ag013G1536000	AT5G09920.1	140	139	100	100	140	97.143	273
Ag013G1536500	AT5G09910.1	329	334	99	97	328	83.232	526
Ag013G1536800	AT5G09880.1	528	528	100	100	537	78.399	741
Ag013G1537000	AT5G09870.1	1071	1070	100	100	1074	92.924	2011
Ag013G1537100	AT5G09860.1	601	600	99	99	600	90.167	1112
Ag013G1537500	AT5G09850.1	357	354	100	100	359	89.415	596
Ag013G1537700	AT5G09830.1	94	94	98	99	93	90.323	169
Ag013G1537800	AT5G09820.2	271	274	99	93	254	75.368	379
Ag013G1537900	AT5G09810.1	378	378	100	100	378	99.471	780
Ag013G1538500	AT5G09790.2	381	380	100	99	383	78.385	589
Ag013G1539000	AT5G09760.2	579	578	100	100	585	83.419	976
Ag013G1539200	AT5G09750.1	224	225	100	100	232	71.552	218
